Entity,Code,Year,Cherries | 00000531 || Production | 005510 || tonnes
India,IND,2000,7800
India,IND,2001,8000
India,IND,2002,8054.35
India,IND,2003,8301.07
India,IND,2004,8540.13
India,IND,2005,8770.79
India,IND,2006,8916.86
India,IND,2007,9114.25
India,IND,2008,9261.07
India,IND,2009,9374.42
India,IND,2010,9553.86
India,IND,2011,9733.01
India,IND,2012,9897.75
India,IND,2013,9959.88
India,IND,2014,10585.56
India,IND,2015,10945.25
India,IND,2016,10496.9
India,IND,2017,10289.08
India,IND,2018,10158.78
India,IND,2019,10096.92
India,IND,2020,10739.53
India,IND,2021,10772.1
India,IND,2022,10536.18
India,IND,2023,10682.6
Iran,IRN,1961,30000
Iran,IRN,1962,31000
Iran,IRN,1963,32000
Iran,IRN,1964,33000
Iran,IRN,1965,34000
Iran,IRN,1966,35000
Iran,IRN,1967,36000
Iran,IRN,1968,37000
Iran,IRN,1969,38000
Iran,IRN,1970,39000
Iran,IRN,1971,40000
Iran,IRN,1972,41000
Iran,IRN,1973,42000
Iran,IRN,1974,43000
Iran,IRN,1975,45000
Iran,IRN,1976,47000
Iran,IRN,1977,49000
Iran,IRN,1978,52000
Iran,IRN,1979,49000
Iran,IRN,1980,53000
Iran,IRN,1981,56000
Iran,IRN,1982,58000
Iran,IRN,1983,60000
Iran,IRN,1984,62000
Iran,IRN,1985,65000
Iran,IRN,1986,70000
Iran,IRN,1987,73000
Iran,IRN,1988,75000
Iran,IRN,1989,83328
Iran,IRN,1990,85411
Iran,IRN,1991,91482.5
Iran,IRN,1992,91854
Iran,IRN,1993,118545.8
Iran,IRN,1994,141926.1
Iran,IRN,1995,156755
Iran,IRN,1996,173280
Iran,IRN,1997,228195
Iran,IRN,1998,229079
Iran,IRN,1999,228056
Iran,IRN,2000,213251
Iran,IRN,2001,218584
Iran,IRN,2002,653918.9
Iran,IRN,2003,225075.3
Iran,IRN,2004,174576
Iran,IRN,2005,224892
Iran,IRN,2006,268757.5
Iran,IRN,2007,247083.6
Iran,IRN,2008,215381.9
Iran,IRN,2009,208430
Iran,IRN,2010,228093
Iran,IRN,2011,244927
Iran,IRN,2012,253496
Iran,IRN,2013,279429.7
Iran,IRN,2014,133987
Iran,IRN,2015,136000
Iran,IRN,2016,140081
Iran,IRN,2017,135723
Iran,IRN,2018,88906.25
Iran,IRN,2019,128353.51
Iran,IRN,2020,153745.48
Iran,IRN,2021,119779.37
Iran,IRN,2022,105389.53
Iran,IRN,2023,144876.58
Israel,ISR,1961,0
Israel,ISR,1962,0
Israel,ISR,1963,0
Israel,ISR,1964,0
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,100
Israel,ISR,1974,100
Israel,ISR,1975,200
Israel,ISR,1976,150
Israel,ISR,1977,100
Israel,ISR,1978,150
Israel,ISR,1979,150
Israel,ISR,1980,200
Israel,ISR,1981,250
Israel,ISR,1982,300
Israel,ISR,1983,450
Israel,ISR,1984,400
Israel,ISR,1985,450
Israel,ISR,1986,500
Israel,ISR,1987,450
Israel,ISR,1988,750
Israel,ISR,1989,700
Israel,ISR,1990,800
Israel,ISR,1991,850
Israel,ISR,1992,940
Israel,ISR,1993,1500
Israel,ISR,1994,1343.76
Israel,ISR,1995,1260
Israel,ISR,1996,1690
Israel,ISR,1997,931
Israel,ISR,1998,1500
Israel,ISR,1999,2100
Israel,ISR,2000,1581
Israel,ISR,2001,2154
Israel,ISR,2002,3075
Israel,ISR,2003,3530
Israel,ISR,2004,2960
Israel,ISR,2005,2975
Israel,ISR,2006,2431
Israel,ISR,2007,2218
Israel,ISR,2008,2500
Israel,ISR,2009,2484
Israel,ISR,2010,1294
Israel,ISR,2011,2606
Israel,ISR,2012,3900
Israel,ISR,2013,2400
Israel,ISR,2014,3000
Israel,ISR,2015,2500
Israel,ISR,2016,3500
Israel,ISR,2017,4000
Israel,ISR,2018,3001
Israel,ISR,2019,3503
Israel,ISR,2020,3702
Israel,ISR,2021,2002
Israel,ISR,2022,4001
Israel,ISR,2023,4603
Italy,ITA,1961,202500
Italy,ITA,1962,216400
Italy,ITA,1963,219500
Italy,ITA,1964,230000
Italy,ITA,1965,196400
Italy,ITA,1966,226400
Italy,ITA,1967,213100
Italy,ITA,1968,196100
Italy,ITA,1969,170900
Italy,ITA,1970,210400
Italy,ITA,1971,227000
Italy,ITA,1972,204600
Italy,ITA,1973,178000
Italy,ITA,1974,139000
Italy,ITA,1975,190400
Italy,ITA,1976,156300
Italy,ITA,1977,129800
Italy,ITA,1978,95100
Italy,ITA,1979,156400
Italy,ITA,1980,119500
Italy,ITA,1981,135000
Italy,ITA,1982,143500
Italy,ITA,1983,136500
Italy,ITA,1984,158600
Italy,ITA,1985,157100
Italy,ITA,1986,126400
Italy,ITA,1987,144510
Italy,ITA,1988,127100
Italy,ITA,1989,121340
Italy,ITA,1990,100470
Italy,ITA,1991,104950
Italy,ITA,1992,140731
Italy,ITA,1993,131875
Italy,ITA,1994,140262
Italy,ITA,1995,120167
Italy,ITA,1996,136933
Italy,ITA,1997,114232
Italy,ITA,1998,117105
Italy,ITA,1999,121505
Italy,ITA,2000,145672
Italy,ITA,2001,111000
Italy,ITA,2002,126000
Italy,ITA,2003,102000
Italy,ITA,2004,95169
Italy,ITA,2005,101295
Italy,ITA,2006,110910
Italy,ITA,2007,106189
Italy,ITA,2008,134407
Italy,ITA,2009,116179
Italy,ITA,2010,115476
Italy,ITA,2011,112775
Italy,ITA,2012,104766.1
Italy,ITA,2013,131174.9
Italy,ITA,2014,110765.8
Italy,ITA,2015,111118.6
Italy,ITA,2016,94888
Italy,ITA,2017,118259
Italy,ITA,2018,114800
Italy,ITA,2019,98600
Italy,ITA,2020,104380
Italy,ITA,2021,93030
Italy,ITA,2022,107910
Italy,ITA,2023,87710
Japan,JPN,1961,7730
Japan,JPN,1962,7160
Japan,JPN,1963,6960
Japan,JPN,1964,6010
Japan,JPN,1965,7790
Japan,JPN,1966,7400
Japan,JPN,1967,8500
Japan,JPN,1968,8500
Japan,JPN,1969,11200
Japan,JPN,1970,13100
Japan,JPN,1971,6280
Japan,JPN,1972,10700
Japan,JPN,1973,16400
Japan,JPN,1974,17900
Japan,JPN,1975,13400
Japan,JPN,1976,17100
Japan,JPN,1977,16300
Japan,JPN,1978,15900
Japan,JPN,1979,17400
Japan,JPN,1980,15100
Japan,JPN,1981,12800
Japan,JPN,1982,15400
Japan,JPN,1983,24100
Japan,JPN,1984,15000
Japan,JPN,1985,23300
Japan,JPN,1986,16700
Japan,JPN,1987,18700
Japan,JPN,1988,18400
Japan,JPN,1989,14500
Japan,JPN,1990,16100
Japan,JPN,1991,15400
Japan,JPN,1992,15300
Japan,JPN,1993,17600
Japan,JPN,1994,13600
Japan,JPN,1995,15600
Japan,JPN,1996,13200
Japan,JPN,1997,18900
Japan,JPN,1998,19500
Japan,JPN,1999,16800
Japan,JPN,2000,17100
Japan,JPN,2001,19600
Japan,JPN,2002,21200
Japan,JPN,2003,19300
Japan,JPN,2004,16400
Japan,JPN,2005,19100
Japan,JPN,2006,20800
Japan,JPN,2007,16600
Japan,JPN,2008,17000
Japan,JPN,2009,16600
Japan,JPN,2010,19700
Japan,JPN,2011,20400
Japan,JPN,2012,17800
Japan,JPN,2013,18100
Japan,JPN,2014,19000
Japan,JPN,2015,18100
Japan,JPN,2016,19800
Japan,JPN,2017,19100
Japan,JPN,2018,18100
Japan,JPN,2019,16100
Japan,JPN,2020,17200
Japan,JPN,2021,13100
Japan,JPN,2022,16100
Japan,JPN,2023,17300
Jordan,JOR,1961,0
Jordan,JOR,1962,0
Jordan,JOR,1963,0
Jordan,JOR,1964,0
Jordan,JOR,1965,0
Jordan,JOR,1966,0
Jordan,JOR,1967,0
Jordan,JOR,1968,0
Jordan,JOR,1969,0
Jordan,JOR,1970,0
Jordan,JOR,1971,2
Jordan,JOR,1972,2
Jordan,JOR,1973,5
Jordan,JOR,1974,20
Jordan,JOR,1975,18
Jordan,JOR,1976,87
Jordan,JOR,1977,60
Jordan,JOR,1978,50
Jordan,JOR,1979,49
Jordan,JOR,1980,20
Jordan,JOR,1981,1
Jordan,JOR,1982,1
Jordan,JOR,1983,19
Jordan,JOR,1984,6
Jordan,JOR,1985,19
Jordan,JOR,1986,30
Jordan,JOR,1987,50
Jordan,JOR,1988,100
Jordan,JOR,1989,112
Jordan,JOR,1990,143
Jordan,JOR,1991,153
Jordan,JOR,1992,165
Jordan,JOR,1993,300
Jordan,JOR,1994,586
Jordan,JOR,1995,600
Jordan,JOR,1996,800
Jordan,JOR,1997,793
Jordan,JOR,1998,521
Jordan,JOR,1999,521
Jordan,JOR,2000,640
Jordan,JOR,2001,840
Jordan,JOR,2002,840
Jordan,JOR,2003,971
Jordan,JOR,2004,1625
Jordan,JOR,2005,1626
Jordan,JOR,2006,1325
Jordan,JOR,2007,1097
Jordan,JOR,2008,718
Jordan,JOR,2009,366
Jordan,JOR,2010,680
Jordan,JOR,2011,642
Jordan,JOR,2012,696
Jordan,JOR,2013,722
Jordan,JOR,2014,722
Jordan,JOR,2015,519
Jordan,JOR,2016,1228
Jordan,JOR,2017,968
Jordan,JOR,2018,881
Jordan,JOR,2019,952
Jordan,JOR,2020,770
Jordan,JOR,2021,1060
Jordan,JOR,2022,795
Jordan,JOR,2023,2453
Kazakhstan,KAZ,1992,11000
Kazakhstan,KAZ,1993,7000
Kazakhstan,KAZ,1994,10000
Kazakhstan,KAZ,1995,13000
Kazakhstan,KAZ,1996,17000
Kazakhstan,KAZ,1997,14500
Kazakhstan,KAZ,1998,6000
Kazakhstan,KAZ,1999,7300
Kazakhstan,KAZ,2000,12030
Kazakhstan,KAZ,2001,6400
Kazakhstan,KAZ,2002,14026
Kazakhstan,KAZ,2003,11024
Kazakhstan,KAZ,2004,14644
Kazakhstan,KAZ,2005,15000
Kazakhstan,KAZ,2006,10360
Kazakhstan,KAZ,2007,11370
Kazakhstan,KAZ,2008,9890
Kazakhstan,KAZ,2009,10770
Kazakhstan,KAZ,2010,9110
Kazakhstan,KAZ,2011,10938
Kazakhstan,KAZ,2012,11471
Kazakhstan,KAZ,2013,11006
Kazakhstan,KAZ,2014,11680
Kazakhstan,KAZ,2015,761
Kazakhstan,KAZ,2016,719
Kazakhstan,KAZ,2017,706
Kazakhstan,KAZ,2018,512.56
Kazakhstan,KAZ,2019,491.59
Kazakhstan,KAZ,2020,497
Kazakhstan,KAZ,2021,490
Kazakhstan,KAZ,2022,337
Kazakhstan,KAZ,2023,284.09
Kyrgyzstan,KGZ,1992,2400
Kyrgyzstan,KGZ,1993,2400
Kyrgyzstan,KGZ,1994,3000
Kyrgyzstan,KGZ,1995,2400
Kyrgyzstan,KGZ,1996,2500
Kyrgyzstan,KGZ,1997,4000
Kyrgyzstan,KGZ,1998,3000
Kyrgyzstan,KGZ,1999,3000
Kyrgyzstan,KGZ,2000,3500
Kyrgyzstan,KGZ,2001,4000
Kyrgyzstan,KGZ,2002,3600
Kyrgyzstan,KGZ,2003,4000
Kyrgyzstan,KGZ,2004,5000
Kyrgyzstan,KGZ,2005,4000
Kyrgyzstan,KGZ,2006,5100
Kyrgyzstan,KGZ,2007,4900
Kyrgyzstan,KGZ,2008,8000
Kyrgyzstan,KGZ,2009,14000
Kyrgyzstan,KGZ,2010,9400
Kyrgyzstan,KGZ,2011,7000
Kyrgyzstan,KGZ,2012,5300
Kyrgyzstan,KGZ,2013,4500
Kyrgyzstan,KGZ,2014,5000
Kyrgyzstan,KGZ,2015,4400
Kyrgyzstan,KGZ,2016,4463.36
Kyrgyzstan,KGZ,2017,4743.21
Kyrgyzstan,KGZ,2018,4535.52
Kyrgyzstan,KGZ,2019,4604.13
Kyrgyzstan,KGZ,2020,4627.62
Kyrgyzstan,KGZ,2021,4679.68
Kyrgyzstan,KGZ,2022,4638.57
Kyrgyzstan,KGZ,2023,4597.46
Latvia,LVA,1997,1900
Latvia,LVA,1998,2000
Latvia,LVA,1999,1400
Latvia,LVA,2000,1400
Latvia,LVA,2001,1700
Latvia,LVA,2002,1945
Latvia,LVA,2003,883
Latvia,LVA,2004,953
Latvia,LVA,2005,1863
Latvia,LVA,2006,1551
Latvia,LVA,2007,910
Latvia,LVA,2008,258
Latvia,LVA,2009,69
Latvia,LVA,2010,56
Latvia,LVA,2011,65
Latvia,LVA,2012,40
Latvia,LVA,2013,78
Latvia,LVA,2014,95
Latvia,LVA,2015,81
Latvia,LVA,2016,84
Latvia,LVA,2017,53
Lebanon,LBN,1961,7000
Lebanon,LBN,1962,5000
Lebanon,LBN,1963,5000
Lebanon,LBN,1964,6500
Lebanon,LBN,1965,6900
Lebanon,LBN,1966,4313
Lebanon,LBN,1967,10010
Lebanon,LBN,1968,15099
Lebanon,LBN,1969,8702
Lebanon,LBN,1970,11733
Lebanon,LBN,1971,9026
Lebanon,LBN,1972,12597
Lebanon,LBN,1973,11767
Lebanon,LBN,1974,21453
Lebanon,LBN,1975,14000
Lebanon,LBN,1976,15000
Lebanon,LBN,1977,16000
Lebanon,LBN,1978,17000
Lebanon,LBN,1979,18000
Lebanon,LBN,1980,19000
Lebanon,LBN,1981,20000
Lebanon,LBN,1982,24500
Lebanon,LBN,1983,25000
Lebanon,LBN,1984,27000
Lebanon,LBN,1985,28500
Lebanon,LBN,1986,30000
Lebanon,LBN,1987,33500
Lebanon,LBN,1988,36000
Lebanon,LBN,1989,39000
Lebanon,LBN,1990,42000
Lebanon,LBN,1991,55195
Lebanon,LBN,1992,60000
Lebanon,LBN,1993,65000
Lebanon,LBN,1994,72000
Lebanon,LBN,1995,78000
Lebanon,LBN,1996,85757
Lebanon,LBN,1997,39900
Lebanon,LBN,1998,44300
Lebanon,LBN,1999,47600
Lebanon,LBN,2000,45400
Lebanon,LBN,2001,42300
Lebanon,LBN,2002,33600
Lebanon,LBN,2003,36900
Lebanon,LBN,2004,30700
Lebanon,LBN,2005,29500
Lebanon,LBN,2006,23400
Lebanon,LBN,2007,30000
Lebanon,LBN,2008,31000
Lebanon,LBN,2009,30800
Lebanon,LBN,2010,24161.3
Lebanon,LBN,2011,21235.41
Lebanon,LBN,2012,23020.79
Lebanon,LBN,2013,21815.61
Lebanon,LBN,2014,24632.49
Lebanon,LBN,2015,26938.66
Lebanon,LBN,2016,32432
Lebanon,LBN,2017,44795
Lebanon,LBN,2018,36765.08
Lebanon,LBN,2019,33524.14
Lebanon,LBN,2020,32736.8
Lebanon,LBN,2021,33684
Lebanon,LBN,2022,31399.14
Lebanon,LBN,2023,31233.78
Lithuania,LTU,1999,500
Lithuania,LTU,2000,400
Lithuania,LTU,2001,600
Lithuania,LTU,2002,600
Lithuania,LTU,2003,744
Lithuania,LTU,2004,965
Lithuania,LTU,2005,906
Lithuania,LTU,2006,5855
Lithuania,LTU,2007,982
Lithuania,LTU,2008,1129
Lithuania,LTU,2009,1336
Lithuania,LTU,2010,324
Lithuania,LTU,2011,1086
Lithuania,LTU,2012,1360
Lithuania,LTU,2013,739
Lithuania,LTU,2014,611
Lithuania,LTU,2015,467
Lithuania,LTU,2016,1374
Lithuania,LTU,2017,661
Lithuania,LTU,2018,10
Lithuania,LTU,2019,10
Lithuania,LTU,2020,10
Lithuania,LTU,2021,10
Lithuania,LTU,2022,20
Lithuania,LTU,2023,10
Luxembourg,LUX,2000,175
Luxembourg,LUX,2001,75
Luxembourg,LUX,2002,280
Luxembourg,LUX,2003,224
Luxembourg,LUX,2004,260
Luxembourg,LUX,2005,260
Luxembourg,LUX,2006,150
Luxembourg,LUX,2007,14
Luxembourg,LUX,2008,7
Luxembourg,LUX,2009,18
Luxembourg,LUX,2010,12
Luxembourg,LUX,2011,12
Luxembourg,LUX,2012,4
Luxembourg,LUX,2013,5
Luxembourg,LUX,2014,11
Luxembourg,LUX,2015,11
Luxembourg,LUX,2016,11
Luxembourg,LUX,2017,0
Luxembourg,LUX,2018,10
Luxembourg,LUX,2019,10
Luxembourg,LUX,2020,10
Luxembourg,LUX,2021,10
Luxembourg,LUX,2022,20
Luxembourg,LUX,2023,20
Malta,MLT,2018,0
Malta,MLT,2019,0
Malta,MLT,2020,0
Malta,MLT,2021,0
Malta,MLT,2022,0
Malta,MLT,2023,0
Mexico,MEX,1961,0
Mexico,MEX,1962,0
Mexico,MEX,1963,0
Mexico,MEX,1964,0
Mexico,MEX,1965,0
Mexico,MEX,1966,0
Mexico,MEX,1967,0
Mexico,MEX,1968,0
Mexico,MEX,1969,0
Mexico,MEX,1970,0
Mexico,MEX,1971,0
Mexico,MEX,1972,0
Mexico,MEX,1973,0
Mexico,MEX,1974,0
Mexico,MEX,1975,0
Mexico,MEX,1976,0
Mexico,MEX,1977,0
Mexico,MEX,1978,0
Mexico,MEX,1979,0
Mexico,MEX,1980,185
Mexico,MEX,1981,167
Mexico,MEX,1982,160
Mexico,MEX,1983,116
Mexico,MEX,1984,234
Mexico,MEX,1985,217
Mexico,MEX,1986,27
Mexico,MEX,1987,40
Mexico,MEX,1988,71
Mexico,MEX,1989,25
Mexico,MEX,1990,6
Mexico,MEX,1991,102
Mexico,MEX,1992,0
Mexico,MEX,1993,0
Mexico,MEX,1994,156.36
Mexico,MEX,1995,200
Mexico,MEX,1996,331
Mexico,MEX,1997,1109
Mexico,MEX,1998,464
Mexico,MEX,1999,731
Mexico,MEX,2000,442
Mexico,MEX,2001,2
Mexico,MEX,2002,0
Mexico,MEX,2003,0
Mexico,MEX,2004,0
Mexico,MEX,2005,0
Mexico,MEX,2006,0
Mexico,MEX,2007,0
Mexico,MEX,2008,0
Mexico,MEX,2009,0
Mexico,MEX,2010,6
Mexico,MEX,2011,0
Mexico,MEX,2012,18
Mexico,MEX,2013,62
Mexico,MEX,2014,142.1
Mexico,MEX,2015,148
Mexico,MEX,2016,207.1
Mexico,MEX,2017,72.22
Mexico,MEX,2018,177.7
Mexico,MEX,2019,92.43
Mexico,MEX,2020,143.5
Mexico,MEX,2021,155.7
Mexico,MEX,2022,144.45
Mexico,MEX,2023,129.76
Moldova,MDA,1992,6500
Moldova,MDA,1993,14000
Moldova,MDA,1994,10000
Moldova,MDA,1995,7000
Moldova,MDA,1996,9200
Moldova,MDA,1997,6599
Moldova,MDA,1998,8120
Moldova,MDA,1999,3920
Moldova,MDA,2000,5225
Moldova,MDA,2001,11165
Moldova,MDA,2002,8800
Moldova,MDA,2003,7000
Moldova,MDA,2004,6998
Moldova,MDA,2005,7644
Moldova,MDA,2006,6028
Moldova,MDA,2007,6680
Moldova,MDA,2008,7215
Moldova,MDA,2009,9751
Moldova,MDA,2010,7125
Moldova,MDA,2011,8485
Moldova,MDA,2012,8644
Moldova,MDA,2013,6542
Moldova,MDA,2014,7646
Moldova,MDA,2015,12361
Moldova,MDA,2016,7596
Moldova,MDA,2017,10622
Moldova,MDA,2018,12352
Moldova,MDA,2019,11296
Moldova,MDA,2020,10362
Moldova,MDA,2021,10236
Moldova,MDA,2022,13563
Moldova,MDA,2023,16051
Montenegro,MNE,2006,1916
Montenegro,MNE,2007,1779
Montenegro,MNE,2008,2003
Montenegro,MNE,2009,2250
Montenegro,MNE,2010,2186
Montenegro,MNE,2011,2072
Montenegro,MNE,2012,1932
Montenegro,MNE,2013,1997.51
Montenegro,MNE,2014,2017.61
Montenegro,MNE,2015,2047.03
Montenegro,MNE,2016,2070.56
Montenegro,MNE,2017,2077.58
Montenegro,MNE,2018,2077.82
Montenegro,MNE,2019,2079.72
Montenegro,MNE,2020,2087.16
Montenegro,MNE,2021,2086.12
Montenegro,MNE,2022,2091.82
Montenegro,MNE,2023,2097.52
Morocco,MAR,1961,20
Morocco,MAR,1962,30
Morocco,MAR,1963,30
Morocco,MAR,1964,40
Morocco,MAR,1965,40
Morocco,MAR,1966,60
Morocco,MAR,1967,80
Morocco,MAR,1968,100
Morocco,MAR,1969,120
Morocco,MAR,1970,140
Morocco,MAR,1971,160
Morocco,MAR,1972,180
Morocco,MAR,1973,200
Morocco,MAR,1974,230
Morocco,MAR,1975,250
Morocco,MAR,1976,300
Morocco,MAR,1977,310
Morocco,MAR,1978,340
Morocco,MAR,1979,360
Morocco,MAR,1980,380
Morocco,MAR,1981,400
Morocco,MAR,1982,600
Morocco,MAR,1983,800
Morocco,MAR,1984,700
Morocco,MAR,1985,900
Morocco,MAR,1986,1000
Morocco,MAR,1987,1100
Morocco,MAR,1988,1400
Morocco,MAR,1989,2600
Morocco,MAR,1990,2300
Morocco,MAR,1991,2700
Morocco,MAR,1992,7000
Morocco,MAR,1993,11000
Morocco,MAR,1994,2000
Morocco,MAR,1995,1400
Morocco,MAR,1996,4000
Morocco,MAR,1997,3200
Morocco,MAR,1998,7200
Morocco,MAR,1999,7166
Morocco,MAR,2000,6400
Morocco,MAR,2001,4500
Morocco,MAR,2002,2500
Morocco,MAR,2003,3700
Morocco,MAR,2004,5440
Morocco,MAR,2005,9800
Morocco,MAR,2006,5530
Morocco,MAR,2007,6090
Morocco,MAR,2008,6664
Morocco,MAR,2009,7501
Morocco,MAR,2010,8051
Morocco,MAR,2011,8210
Morocco,MAR,2012,7196
Morocco,MAR,2013,15199.4
Morocco,MAR,2014,15523.6
Morocco,MAR,2015,18728.6
Morocco,MAR,2016,8093
Morocco,MAR,2017,13405.7
Morocco,MAR,2018,13664.5
Morocco,MAR,2019,20348.7
Morocco,MAR,2020,10767.2
Morocco,MAR,2021,13804
Morocco,MAR,2022,15915.18
Morocco,MAR,2023,14144.76
Netherlands,NLD,1961,9308
Netherlands,NLD,1962,6215
Netherlands,NLD,1963,6940
Netherlands,NLD,1964,11198
Netherlands,NLD,1965,2684
Netherlands,NLD,1966,4058
Netherlands,NLD,1967,3701
Netherlands,NLD,1968,7437
Netherlands,NLD,1969,5353
Netherlands,NLD,1970,8008
Netherlands,NLD,1971,7556
Netherlands,NLD,1972,1600
Netherlands,NLD,1973,3100
Netherlands,NLD,1974,5900
Netherlands,NLD,1975,2200
Netherlands,NLD,1976,3300
Netherlands,NLD,1977,1350
Netherlands,NLD,1978,3100
Netherlands,NLD,1979,1400
Netherlands,NLD,1980,3800
Netherlands,NLD,1981,1100
Netherlands,NLD,1982,3900
Netherlands,NLD,1983,2800
Netherlands,NLD,1984,3600
Netherlands,NLD,1985,1800
Netherlands,NLD,1986,2900
Netherlands,NLD,1987,2800
Netherlands,NLD,1988,1700
Netherlands,NLD,1989,500
Netherlands,NLD,1990,900
Netherlands,NLD,1991,600
Netherlands,NLD,1992,800
Netherlands,NLD,1993,1300
Netherlands,NLD,1994,300
Netherlands,NLD,1995,900
Netherlands,NLD,1996,700
Netherlands,NLD,1997,500
Netherlands,NLD,1998,100
Netherlands,NLD,1999,200
Netherlands,NLD,2000,200
Netherlands,NLD,2001,200
Netherlands,NLD,2002,200
Netherlands,NLD,2003,220
Netherlands,NLD,2004,250
Netherlands,NLD,2005,300
Netherlands,NLD,2006,350
Netherlands,NLD,2007,360
Netherlands,NLD,2008,370
Netherlands,NLD,2009,316.97
Netherlands,NLD,2010,313.05
Netherlands,NLD,2011,334.73
Netherlands,NLD,2012,329.29
Netherlands,NLD,2013,346.74
Netherlands,NLD,2014,309.45
Netherlands,NLD,2015,317.95
Netherlands,NLD,2016,341.2
Netherlands,NLD,2017,337.5
Netherlands,NLD,2018,8200
Netherlands,NLD,2019,7940
Netherlands,NLD,2020,8200
Netherlands,NLD,2021,8210
Netherlands,NLD,2022,8200
Netherlands,NLD,2023,8220
New Zealand,NZL,1961,428
New Zealand,NZL,1962,400
New Zealand,NZL,1963,520
New Zealand,NZL,1964,410
New Zealand,NZL,1965,400
New Zealand,NZL,1966,419
New Zealand,NZL,1967,400
New Zealand,NZL,1968,430
New Zealand,NZL,1969,438
New Zealand,NZL,1970,552
New Zealand,NZL,1971,457
New Zealand,NZL,1972,472
New Zealand,NZL,1973,562
New Zealand,NZL,1974,532
New Zealand,NZL,1975,568
New Zealand,NZL,1976,556
New Zealand,NZL,1977,389
New Zealand,NZL,1978,498
New Zealand,NZL,1979,520
New Zealand,NZL,1980,540
New Zealand,NZL,1981,749
New Zealand,NZL,1982,829
New Zealand,NZL,1983,810
New Zealand,NZL,1984,800
New Zealand,NZL,1985,850
New Zealand,NZL,1986,900
New Zealand,NZL,1987,1100
New Zealand,NZL,1988,1200
New Zealand,NZL,1989,1345
New Zealand,NZL,1990,1698
New Zealand,NZL,1991,1624
New Zealand,NZL,1992,1160
New Zealand,NZL,1993,1450
New Zealand,NZL,1994,1500
New Zealand,NZL,1995,2000
New Zealand,NZL,1996,1558.14
New Zealand,NZL,1997,1382.71
New Zealand,NZL,1998,1350
New Zealand,NZL,1999,600
New Zealand,NZL,2000,470
New Zealand,NZL,2001,750
New Zealand,NZL,2002,634
New Zealand,NZL,2003,1220
New Zealand,NZL,2004,2017
New Zealand,NZL,2005,1598
New Zealand,NZL,2006,1650
New Zealand,NZL,2007,1900
New Zealand,NZL,2008,1696.45
New Zealand,NZL,2009,1850
New Zealand,NZL,2010,1833.92
New Zealand,NZL,2011,1804.36
New Zealand,NZL,2012,2063.9
New Zealand,NZL,2013,2152.01
New Zealand,NZL,2014,2255.19
New Zealand,NZL,2015,2351.43
New Zealand,NZL,2016,2425.36
New Zealand,NZL,2017,2336.92
New Zealand,NZL,2018,3750
New Zealand,NZL,2019,2764.88
New Zealand,NZL,2020,3141.8
New Zealand,NZL,2021,3150.38
New Zealand,NZL,2022,3619.24
New Zealand,NZL,2023,3589.31
North Macedonia,MKD,1992,4465
North Macedonia,MKD,1993,3420
North Macedonia,MKD,1994,3499
North Macedonia,MKD,1995,3343
North Macedonia,MKD,1996,3479
North Macedonia,MKD,1997,2852
North Macedonia,MKD,1998,3535
North Macedonia,MKD,1999,3725
North Macedonia,MKD,2000,3346
North Macedonia,MKD,2001,2400
North Macedonia,MKD,2002,3180
North Macedonia,MKD,2003,2782
North Macedonia,MKD,2004,4017
North Macedonia,MKD,2005,4358
North Macedonia,MKD,2006,4646
North Macedonia,MKD,2007,4966
North Macedonia,MKD,2008,5631
North Macedonia,MKD,2009,5587
North Macedonia,MKD,2010,5701
North Macedonia,MKD,2011,6019
North Macedonia,MKD,2012,5539
North Macedonia,MKD,2013,6037
North Macedonia,MKD,2014,6324
North Macedonia,MKD,2015,6248
North Macedonia,MKD,2016,5574
North Macedonia,MKD,2017,4061
North Macedonia,MKD,2018,5824
North Macedonia,MKD,2019,6045
North Macedonia,MKD,2020,6258
North Macedonia,MKD,2021,4716
North Macedonia,MKD,2022,5768
North Macedonia,MKD,2023,3928
Norway,NOR,1961,3700
Norway,NOR,1962,4100
Norway,NOR,1963,4365
Norway,NOR,1964,4100
Norway,NOR,1965,3013
Norway,NOR,1966,2722
Norway,NOR,1967,2217
Norway,NOR,1968,4851
Norway,NOR,1969,4495
Norway,NOR,1970,4468
Norway,NOR,1971,4807
Norway,NOR,1972,4674
Norway,NOR,1973,2775
Norway,NOR,1974,5395
Norway,NOR,1975,4671
Norway,NOR,1976,5740
Norway,NOR,1977,4658
Norway,NOR,1978,5678
Norway,NOR,1979,5374
Norway,NOR,1980,6945
Norway,NOR,1981,6888
Norway,NOR,1982,7863
Norway,NOR,1983,6105
Norway,NOR,1984,10126
Norway,NOR,1985,9963
Norway,NOR,1986,8019
Norway,NOR,1987,8060
Norway,NOR,1988,9462
Norway,NOR,1989,7636
Norway,NOR,1990,1164.3
Norway,NOR,1991,1382
Norway,NOR,1992,1022
Norway,NOR,1993,1482
Norway,NOR,1994,1023
Norway,NOR,1995,1190
Norway,NOR,1996,956
Norway,NOR,1997,647
Norway,NOR,1998,844
Norway,NOR,1999,746
Norway,NOR,2000,1006
Norway,NOR,2001,620
